x,y,z,colorb_v,colorv_i,lum,Mv,mv,hipno,vx,vy,vz,speed,starname
-1.22,10.06,-23.42,1.42,1.72,0.000295,8.8,10.9,897,-18.27,0.08,7.87,19.89,"0011-0547"
-103.97,199.45,-19.13,1.21,1.17,1.08,-0.1,6.7,902,51.11,19.49,27.16,61.07,"0011+5735"
0.66,4.82,-18.25,0.49,0.59,0.0395,3.5,4.9,910,28.99,2.59,-10.94,31.10,"0011-1528 6 Cet"
13.01,28.83,-160.04,0.57,0.64,0.00507,5.7,11.8,911,-218.85,-86.80,58.99,242.71,"0011-2043"
111.76,-1.38,-622.96,0.13,0.14,1.69,-0.6,8.4,915,-37.70,-14.00,-7.30,40.87,"0011-3224"
-81.26,139.58,33.82,1.00,0.98,0.376,1.1,7.2,918,-42.26,-7.15,-13.15,44.83,"0011+7429"
-11.24,26.75,-17.87,0.76,0.80,0.00767,5.3,8.0,919,-21.68,-0.61,8.72,23.37,"0011+3026"
-172.01,372.97,-164.60,1.53,1.58,2.01,-0.8,7.5,926,41.69,-14.14,12.89,45.87,"0011+4023"
21.37,-23.32,-49.60,0.62,0.67,0.016,4.5,8.3,929,-58.74,-19.47,0.26,61.88,"0011-5854"
24.63,12.17,-176.12,1.35,1.31,2.18,-0.8,5.4,930,-1.65,26.74,12.53,29.57,"0011-2748 kap2 Scl"
13.64,17.44,-130.23,0.56,0.63,0.126,2.2,7.8,937,-23.48,-0.76,12.34,26.53,"0011-2337"
-214.56,408.80,-34.34,0.14,0.15,3.13,-1.2,7.1,940,22.22,-7.34,3.81,23.71,"0011+5812"
-477.09,878.71,15.96,0.14,0.16,2.07,-0.8,9.2,942,-15.70,7.20,-8.51,19.25,"0011+6326"
7.86,-3.70,-33.19,1.07,1.13,0.00127,7.2,9.9,948,-91.19,-58.87,5.78,108.70,"0011-3913"
4.30,-0.98,-21.36,0.46,0.53,0.0381,3.5,5.2,950,-12.67,18.51,9.65,24.42,"0011-3508 the Scl"
-28.58,69.89,-51.96,0.48,0.55,0.035,3.6,8.4,952,15.56,2.80,2.68,16.04,"0011+2730"
-72.08,146.73,-41.37,1.47,1.48,0.959,0.0,6.2,967,-42.38,7.96,4.11,43.31,"0011+4809"
-128.99,281.31,-132.63,1.27,1.23,0.595,0.6,8.2,978,88.97,-42.50,4.83,98.72,"0012+3902"
-47.71,93.43,-16.24,0.26,0.29,0.201,1.7,6.9,981,-8.32,9.77,-2.37,13.05,"0012+5337"
9.90,40.70,-182.88,1.48,1.60,2.69,-1.1,5.3,983,-27.66,-31.15,4.71,41.93,"0012-1756"
-37.18,80.41,-36.43,0.34,0.39,0.0979,2.5,7.4,986,-31.14,-27.04,7.84,41.98,"0012+3954"
-195.74,451.73,-283.65,0.02,0.01,0.906,0.1,8.9,998,31.76,25.64,7.74,41.55,"0012+3212"
-8.94,26.00,-29.74,0.74,0.79,0.0069,5.4,8.4,999,-36.86,-28.73,-3.87,46.90,"0012+1433"
277.86,-423.86,-277.95,0.05,0.07,4.32,-1.6,7.2,1007,-21.36,-4.53,-8.57,23.45,"0012-8821"
-65.61,136.32,-48.04,1.11,1.07,0.633,0.5,6.5,1009,-36.11,-56.13,-8.03,67.22,"0012+4442"
-77.95,162.38,-58.54,1.11,1.07,0.563,0.6,7.0,1011,-24.01,-3.65,14.28,28.17,"0012+4418"
8.26,5.27,-64.45,0.94,0.99,0.0281,3.9,8.0,1013,-80.19,8.83,-13.94,81.87,"0012-2651"
-344.71,746.30,-348.44,1.36,1.33,4.26,-1.6,8.2,1014,-85.39,-3.49,23.04,88.51,"0012+3917"
-23.28,47.79,-15.50,0.40,0.47,0.0683,2.9,6.6,1026,-0.76,-18.68,7.46,20.13,"0012+4605"
-48.74,138.37,-153.48,1.10,1.06,0.159,2.0,8.6,1027,-19.66,18.85,11.55,29.58,"0012+1533"
-312.30,683.80,-343.36,-0.12,-0.10,14.1,-2.9,6.7,1030,13.51,7.06,-0.35,15.25,"0012+3741"
-492.84,853.07,171.38,0.00,0.00,0.581,0.6,10.6,1041,53.91,12.40,30.43,63.13,"0013+7231"
-161.99,297.77,1.09,1.10,1.06,0.872,0.1,7.8,1042,-20.69,7.71,-6.29,22.96,"0013+6243"
14.55,24.21,-162.31,0.96,0.95,0.588,0.6,6.7,1046,-0.58,22.39,24.11,32.91,"0013-2228"
-63.35,141.23,-78.62,0.96,0.95,0.253,1.5,7.7,1048,52.94,-10.15,-12.31,55.29,"0013+3517"
-80.23,175.65,-89.34,1.22,1.18,0.405,1.0,7.6,1049,13.43,5.92,0.07,14.68,"0013+3725"
-10.69,27.99,-26.60,1.36,1.59,0.0011,7.4,10.4,1055,-17.95,-31.78,28.35,46.22,"0013+2022"
-33.64,92.74,-98.59,1.05,1.02,0.48,0.8,6.5,1057,40.52,-3.69,-35.49,53.99,"0013+1655"
-55.75,102.81,-1.02,0.23,0.25,0.305,1.3,6.6,1063,-18.44,-13.92,-9.10,24.83,"0013+6202"
63.20,-26.24,-287.84,1.53,1.57,1.14,-0.1,7.2,1066,31.24,14.78,-26.26,43.40,"0013-3749"
-23.31,66.08,-74.32,-0.19,-0.22,7.7,-2.2,2.8,1067,8.81,14.11,2.53,16.83,"0013+1511 gam Peg Algenib"
8.83,11.45,-88.76,0.40,0.46,0.052,3.2,8.0,1071,1.22,14.07,-11.75,18.37,"0013-2343"
6.74,16.40,-92.30,0.48,0.55,0.0925,2.6,7.5,1072,-25.69,23.42,-14.93,37.83,"0013-2037"
118.20,-175.84,-132.71,1.71,2.15,3.05,-1.2,5.8,1074,-3.10,18.03,-14.26,23.20,"0013-8500"
-38.84,93.49,-71.19,0.68,0.74,0.489,0.8,6.2,1076,27.85,5.44,-2.30,28.47,"0013+2659"
-81.03,194.78,-148.06,1.04,1.01,0.216,1.7,8.7,1079,-12.93,-30.16,-7.80,33.73,"0013+2702"
-13.92,29.50,-12.70,0.33,0.39,0.0637,3.0,5.7,1086,46.79,-5.37,-1.74,47.13,"0013+4102 23 And"
35.75,9.14,-241.70,0.18,0.20,0.221,1.6,8.6,1088,61.02,5.96,13.34,62.74,"0013-2934"
-83.56,174.31,-68.01,1.26,1.22,0.524,0.7,7.3,1093,-5.29,-0.31,5.57,7.69,"0013+4256"
36.07,28.45,-307.14,1.55,1.55,4.06,-1.5,5.9,1096,14.06,-117.40,26.13,121.09,"0013-2601"
-34.05,90.54,-91.25,1.05,1.02,0.104,2.5,8.1,1098,24.72,-18.63,13.53,33.78,"0013+1838"
27.95,20.69,-233.83,1.49,1.51,1.96,-0.7,6.1,1099,9.60,29.33,-10.49,32.60,"0013-2617"
-312.36,602.05,-95.37,-0.12,-0.10,1.51,-0.4,8.7,1104,32.02,3.66,10.45,33.88,"0013+5427"
13.29,67.69,-300.83,-0.17,-0.17,1.05,-0.1,7.4,1115,-17.07,5.40,24.89,30.66,"0013-1732"
-152.07,282.95,-14.20,1.12,1.08,1.78,-0.6,6.9,1118,2.56,6.93,-9.72,12.21,"0013+5959"
-17.51,96.73,-211.96,0.95,0.94,0.593,0.6,7.4,1120,-24.38,-35.58,12.66,44.95,"0014-0354"
-31.94,71.78,-43.58,0.01,0.03,0.262,1.5,6.2,1123,15.03,15.30,0.45,21.46,"0014+3312"
-142.02,239.94,66.03,1.63,2.33,1.11,-0.1,7.2,1124,-19.79,-1.10,3.23,20.09,"0014+7601"
-75.44,155.06,-55.54,0.40,0.46,0.143,2.1,8.4,1125,-42.52,9.41,9.85,44.65,"0014+4430"
-0.48,13.10,-40.14,0.65,0.71,0.00808,5.2,8.4,1128,-46.26,-55.49,-22.74,75.73,"0014-1118"
-138.92,257.12,-9.29,0.66,0.72,0.711,0.4,7.7,1132,31.68,1.02,3.26,31.86,"0014+6043"
-33.28,79.93,-62.59,0.53,0.61,0.181,1.9,7.0,1133,-4.94,-26.09,5.10,27.04,"0014+2615"
-61.05,174.85,-208.06,1.07,1.03,0.282,1.4,8.6,1135,21.61,1.70,6.03,22.50,"0014+1333"
-27.47,60.44,-33.59,0.46,0.53,0.0324,3.7,8.1,1137,4.68,16.93,10.92,20.69,"0014+3525"
4.01,9.00,-54.08,0.50,0.57,0.053,3.2,6.9,1147,56.28,-30.69,16.77,66.26,"0014-2111"
-187.15,315.94,86.91,1.03,1.00,1.16,-0.2,7.7,1150,24.16,7.73,-1.76,25.43,"0014+7601"
-57.93,119.30,-44.42,0.56,0.64,0.106,2.4,8.2,1152,7.30,39.86,19.83,45.11,"0014+4350"
-8.32,69.03,-178.90,1.60,2.24,3.27,-1.3,5.1,1158,-40.77,-9.06,-0.30,41.77,"0014-0747 AD Cet"
1.17,21.71,-79.24,0.49,0.57,0.112,2.4,7.0,1161,61.89,-11.44,1.24,62.95,"0014-1425"
-463.35,879.47,-108.85,0.98,0.96,2.15,-0.8,9.2,1162,29.10,-9.36,-7.91,31.58,"0014+5615"
-27.04,69.35,-66.63,1.57,1.93,1.21,-0.2,4.8,1168,-15.81,-37.89,34.07,53.35,"0014+2012 chi Peg"
7.92,29.79,-147.88,1.64,1.96,3.82,-1.5,4.4,1170,52.32,-25.49,25.32,63.47,"0014-1856 AE Cet"
2.15,33.29,-124.47,1.03,1.09,0.37,1.1,6.6,1176,-45.06,-49.49,20.56,70.02,"0014-1448"
-57.05,104.32,-0.77,0.53,0.60,0.0568,3.1,8.5,1184,-46.12,1.59,-25.17,52.57,"0014+6211"
0.95,23.59,-85.05,0.26,0.29,0.146,2.1,6.8,1185,46.06,11.03,15.51,49.83,"0014-1410"
-3.14,35.48,-100.24,-0.08,-0.06,0.557,0.6,5.8,1191,1.10,13.10,-13.05,18.52,"0014-0934"
-31.24,77.64,-69.74,-0.00,0.02,0.375,1.1,6.2,1193,-13.08,12.61,-10.10,20.79,"0014+2217"
41.99,-10.63,-222.58,1.34,1.38,1.75,-0.6,6.2,1195,-67.23,-33.13,49.70,89.93,"0014-3454"
-14.81,45.96,-64.03,0.31,0.36,0.251,1.5,6.0,1196,-19.35,-7.03,-5.69,21.36,"0014+0849 UU Psc"
-11.61,36.02,-50.19,0.40,0.45,0.0367,3.6,7.6,1197,-15.54,0.60,-9.04,17.99,"0014+0849"
-57.26,127.35,-78.12,1.02,0.99,0.297,1.3,7.3,1207,32.21,-4.30,11.22,34.38,"0015+3301"
-141.21,318.19,-206.70,1.55,1.57,4.77,-1.7,6.3,1208,-44.08,-17.38,-11.84,48.84,"0015+3132"
-237.34,434.39,-6.93,1.33,1.29,1.03,-0.0,8.4,1209,-16.68,-9.06,-5.07,19.65,"0015+6146"
27.82,8.84,-201.98,0.40,0.46,0.0963,2.5,9.1,1210,-13.79,10.91,-3.53,17.94,"0015-2900"
-172.57,322.03,-26.27,0.81,0.83,0.146,2.1,9.9,1213,35.57,-20.09,7.74,41.58,"0015+5825"
-40.63,95.26,-72.23,-0.00,0.02,0.46,0.8,6.3,1215,6.69,4.38,0.94,8.06,"0015+2717"
37.93,-21.31,-162.63,1.03,1.00,0.283,1.4,7.5,1225,-18.18,-2.71,16.03,24.39,"0015-4005"
3.98,28.94,-123.33,0.42,0.48,0.137,2.2,7.7,1231,-1.49,-1.97,-11.82,12.08,"0015-1645"
-103.30,210.61,-77.08,-0.05,-0.02,1.21,-0.2,6.8,1233,5.32,6.71,7.50,11.38,"0015+4412"
-127.15,231.20,0.52,0.58,0.65,0.157,2.0,9.1,1235,6.87,33.18,-0.69,33.89,"0015+6241"
75.44,-1.75,-463.38,1.08,1.04,1.54,-0.5,7.9,1236,-56.70,-29.52,-39.43,75.11,"0015-3202"
-54.55,152.46,-183.20,1.60,1.57,0.425,0.9,7.9,1245,-19.61,-14.98,9.22,26.35,"0015+1325"
-113.93,210.61,-13.05,0.04,0.06,0.398,1.0,7.9,1259,3.16,-2.02,4.18,5.62,"0015+5926"
-83.18,152.31,-4.77,0.84,0.86,0.808,0.2,6.4,1269,34.40,9.53,1.80,35.74,"0015+6100"
95.29,-132.19,-141.75,0.98,0.98,1.18,-0.2,6.5,1268,33.56,13.38,1.23,36.15,"0015-7555"
-127.19,267.91,-129.53,0.94,0.93,0.631,0.5,8.1,1273,-23.80,22.66,-9.82,34.30,"0015+3845"
-46.32,125.51,-144.93,1.32,1.28,0.171,1.9,8.4,1277,-47.37,-6.97,-32.91,58.09,"0016+1442"
20.06,0.53,-129.34,1.35,1.33,0.933,0.1,5.7,1288,-42.97,-34.79,-28.22,62.08,"0016-3127"
-94.25,157.55,46.52,-0.04,-0.02,1.03,-0.0,6.3,1296,-3.69,4.03,1.03,5.56,"0016+7657"
-25.07,54.12,-30.58,0.72,0.77,0.0121,4.8,8.9,1297,-42.02,-8.63,46.79,63.48,"0016+3510"
78.00,139.15,-987.20,0.71,0.76,1.47,-0.4,9.6,1298,9.44,-114.76,-31.91,119.49,"0016-2234"
-38.92,78.98,-30.01,0.07,0.08,0.308,1.3,6.1,1302,-2.74,8.56,-5.60,10.59,"0016+4336"
-25.20,76.29,-109.12,0.92,0.89,0.654,0.5,6.1,1319,29.77,19.13,3.22,35.53,"0016+0814 36 Psc"
-24.84,65.49,-73.06,0.39,0.45,0.0481,3.3,8.3,1320,-13.63,3.87,10.31,17.53,"0016+1550"
-40.40,146.34,-261.20,1.60,2.62,1.47,-0.4,7.0,1325,-3.91,22.74,20.78,31.05,"0016+0151"
-55.93,105.76,-16.54,0.27,0.30,0.156,2.0,7.4,1329,5.15,25.88,3.64,26.64,"0016+5439"
10.52,32.65,-184.46,-0.11,-0.09,0.884,0.1,6.5,1331,16.49,19.97,-3.92,26.20,"0016-2012"
-53.44,113.53,-60.44,0.05,0.06,0.31,1.3,7.0,1333,31.82,18.63,-4.87,37.19,"0016+3637"
-11.83,29.10,-27.58,0.95,1.00,0.00173,6.9,10.0,1334,-57.83,-22.19,1.21,61.96,"0016+2051"
-34.35,73.03,-39.12,0.47,0.54,0.0645,3.0,7.7,1336,-33.29,9.97,17.24,38.79,"0016+3629"
-23.14,62.64,-74.43,0.17,0.18,0.104,2.5,7.5,1340,-2.78,7.85,5.84,10.17,"0016+1355"
-202.71,585.80,-784.69,1.86,2.67,24.9,-3.5,6.5,1339,-22.75,42.10,20.72,52.15,"0016+1014"
49.83,-70.99,-68.26,0.45,0.52,0.236,1.6,6.8,1342,-21.89,0.36,21.39,30.61,"0016-7846"
7.19,-7.24,-20.63,0.66,0.76,0.00973,5.0,6.8,1349,-33.32,20.41,7.27,39.74,"0016-5239"
-94.92,172.42,-3.65,0.90,0.90,1.96,-0.7,5.7,1354,15.99,17.12,5.00,23.95,"0016+6132"
-180.79,324.77,6.08,0.07,0.09,0.974,0.0,7.9,1355,16.89,1.30,8.31,18.86,"0016+6333"
-30.74,64.10,-31.21,0.06,0.07,0.863,0.2,4.6,1366,27.62,23.81,3.49,36.63,"0017+3841 the And"
-6.11,12.54,-5.48,1.37,1.61,0.00057,8.1,9.0,1368,-28.88,-0.19,6.63,29.64,"0017+4056"
-128.55,252.17,-73.36,-0.08,-0.06,3.87,-1.5,5.9,1372,10.10,4.23,3.67,11.55,"0017+4757"
9.09,-6.82,-34.79,0.65,0.70,0.00877,5.1,8.0,1382,-47.96,-22.17,-10.10,53.80,"0017-4351"
-116.99,210.65,0.89,0.10,0.11,0.219,1.7,8.6,1383,36.28,34.15,45.77,67.65,"0017+6249"
422.43,-567.59,-706.68,0.35,0.41,0.938,0.1,10.1,1387,-88.65,-92.46,6.02,128.24,"0017-7154"
-19.90,51.25,-56.11,0.66,0.72,0.00791,5.3,9.7,1388,-4.62,5.55,7.70,10.55,"0017+1630"
-26.07,67.12,-73.49,0.63,0.70,0.0326,3.7,8.8,1390,-5.48,4.00,6.16,9.16,"0017+1630"
-12.68,37.15,-52.21,0.59,0.66,0.0925,2.6,6.7,1392,-29.17,41.36,-11.00,51.79,"0017+0852"
-449.81,867.68,-211.67,1.60,3.41,1.94,-0.7,9.3,1401,50.53,-13.94,5.56,52.71,"0017+5017"
2.10,9.27,-47.92,0.39,0.45,0.0622,3.0,6.5,1402,5.57,12.61,9.76,16.89,"0017-1903"
-98.41,207.47,-111.12,0.96,0.95,0.61,0.5,7.6,1403,-20.09,-0.07,-16.88,26.24,"0017+3633"
-58.44,116.48,-41.62,0.02,0.04,0.131,2.2,7.9,1409,4.47,10.40,5.76,12.70,"0017+4444"
-26.85,56.14,-28.82,0.64,0.70,0.0109,4.9,9.1,1411,86.52,-3.73,5.94,86.80,"0017+3732"
-454.46,869.75,-192.32,-0.15,-0.15,36,-3.9,6.1,1415,43.30,-2.72,8.59,44.23,"0017+5126 AO Cas"
-13.82,48.53,-87.62,0.94,0.89,0.342,1.2,6.2,1421,-29.46,-6.59,12.21,32.57,"0017+0141"
-11.71,29.99,-33.09,0.48,0.55,0.0278,3.9,7.2,1427,-32.51,-6.27,-9.08,34.33,"0017+1619"
-172.57,316.31,-22.24,-0.04,-0.02,1.07,-0.1,7.7,1428,13.13,3.80,5.97,14.92,"0017+5903"
-168.09,409.53,-397.92,1.58,2.48,6.1,-2.0,6.9,1429,-14.74,-16.33,-29.29,36.63,"0017+2013"
-69.67,138.74,-50.10,1.03,1.00,0.297,1.3,7.4,1434,-9.44,1.94,5.04,10.87,"0017+4434"
-7.76,28.50,-54.03,0.54,0.62,0.0106,4.9,8.9,1437,-95.70,12.61,-33.97,102.33,"0017+0022"
-31.78,85.66,-106.15,0.97,0.95,0.475,0.8,6.5,1439,19.52,11.89,-2.32,22.98,"0017+1246"
-0.19,7.10,-25.17,0.60,0.67,0.017,4.4,6.5,1444,-34.15,-0.51,-26.83,43.43,"0017-1327"
-81.92,161.16,-52.76,1.32,1.28,0.657,0.5,6.8,1456,-3.38,-14.30,-6.50,16.07,"0018+4612"
13.65,36.59,-229.81,-0.01,0.01,1.15,-0.1,6.7,1464,10.04,15.38,-5.06,19.05,"0018-2108"
-29.67,81.53,-106.50,1.04,0.94,0.704,0.4,6.1,1465,35.19,19.49,-8.33,41.08,"0018+1112"
-485.02,874.37,-15.58,0.27,0.30,8.87,-2.4,7.6,1466,41.30,-8.42,1.09,42.16,"0018+6143"
-16.85,35.19,-18.71,0.05,0.06,0.294,1.3,4.5,1473,27.68,13.19,4.84,31.04,"0018+3647 sig And"
-232.70,461.81,-167.18,1.61,1.63,3.93,-1.5,7.2,1474,65.93,-13.05,-1.55,67.23,"0018+4433"
-1.52,3.02,-1.13,1.56,2.48,7.39e-05,10.3,8.1,1475,-40.75,3.83,3.86,41.11,"0018+4401"
-56.63,124.13,-85.04,1.19,1.15,0.381,1.0,7.1,1477,12.81,-43.32,-9.52,46.17,"0018+3023"
-124.61,207.98,58.36,-0.05,-0.03,0.835,0.2,7.2,1484,-9.53,5.22,-3.73,11.48,"0018+7616"
-157.90,283.69,-2.40,1.52,1.56,1.72,-0.6,7.0,1486,26.36,-2.70,-11.16,28.75,"0018+6212"
-39.84,90.45,-72.19,0.17,0.20,0.185,1.8,7.3,1488,27.88,5.70,3.04,28.62,"0018+2608"
-60.01,129.92,-85.43,-0.01,0.01,1.24,-0.2,5.9,1493,-28.26,-11.86,2.29,30.73,"0018+3131"
-33.81,79.07,-70.56,0.89,0.89,0.172,1.9,7.1,1495,-0.75,33.64,12.86,36.02,"0018+2252"
-46.28,91.54,-33.04,0.12,0.13,0.176,1.9,7.0,1496,28.33,6.03,7.01,29.80,"0018+4437"
-1.33,8.13,-21.94,0.67,0.71,0.0142,4.6,6.5,1499,-22.74,-23.77,5.94,33.43,"0018-0803"
-90.38,179.67,-68.02,-0.07,-0.05,1.64,-0.5,6.1,1501,-10.86,4.64,1.47,11.90,"0018+4347 26 And"
28.00,-20.95,-111.47,1.21,1.19,0.401,1.0,6.3,1502,-12.18,0.10,-7.35,14.23,"0018-4314"
-40.18,101.79,-113.94,0.55,0.62,0.0873,2.6,8.6,1503,-2.78,-0.88,-18.41,18.64,"0018+1559"
-40.49,104.32,-124.64,0.92,0.92,0.127,2.2,8.4,1547,-34.51,-28.33,-2.24,44.70,"0019+1403"
-122.41,222.54,-15.43,0.05,0.06,0.808,0.2,7.3,1550,-26.30,-3.67,0.33,26.56,"0019+5908"
-76.15,170.49,-134.99,0.91,0.91,0.493,0.8,7.6,1553,30.93,9.43,6.17,32.92,"0019+2627"
194.61,-97.93,-975.98,0.27,0.30,1.31,-0.3,9.7,1561,-25.55,-1.73,-39.68,47.23,"0019-3745"
-4.70,29.73,-83.56,1.21,1.13,2.97,-1.2,3.6,1562,22.06,12.38,-15.28,29.55,"0019-0849 iot Cet Deneb Kaitos Shemali"
-68.65,137.90,-61.43,1.18,1.14,0.793,0.3,6.3,1575,47.41,-10.13,10.11,49.52,"0019+4044"
-92.45,190.13,-100.74,1.30,1.26,0.684,0.4,7.3,1579,61.45,23.78,-5.92,66.16,"0019+3657"
7.57,15.98,-117.01,0.58,0.66,0.0188,4.3,9.7,1585,24.22,-6.35,-9.12,26.65,"0019-2223"
-96.53,191.08,-76.30,0.35,0.41,0.177,1.9,8.7,1591,27.73,32.61,-19.55,47.05,"0019+4252"
-121.65,238.18,-85.88,1.60,1.57,0.775,0.3,7.5,1593,32.21,34.27,-3.98,47.20,"0019+4442"
-101.66,205.32,-96.90,1.05,1.02,0.359,1.1,8.1,1594,32.59,-5.68,-4.80,33.42,"0019+3932"
-44.19,109.24,-121.82,0.98,0.96,0.658,0.5,6.6,1595,17.75,28.35,-12.44,35.68,"0019+1615"
-9.99,20.33,-10.20,0.64,0.70,0.0101,5.0,7.0,1598,30.56,21.59,-24.33,44.64,"0020+3813"
3.29,-4.16,-6.76,0.58,0.65,0.015,4.6,4.2,1599,-64.17,12.33,-37.70,75.44,"0020-6453 zet Tuc"
5.46,50.07,-239.26,1.25,1.21,1.21,-0.2,6.7,1600,-26.74,-26.01,64.63,74.62,"0020-1742"
-122.13,233.27,-64.11,0.05,0.06,1.79,-0.6,6.5,1603,18.94,12.55,-9.84,24.76,"0020+4851"
-488.90,872.28,-10.16,0.15,0.17,5.6,-1.9,8.1,1605,42.01,-26.86,3.48,49.98,"0020+6203"
-469.54,870.76,-145.95,-0.03,-0.01,2.63,-1.1,8.9,1621,34.39,-33.94,1.18,48.34,"0020+5412"
22.88,-32.47,-33.06,0.55,0.62,0.019,4.3,7.9,1623,20.35,23.09,3.29,30.95,"0020-7713"
-64.68,137.90,-93.21,-0.10,-0.08,1.4,-0.4,5.9,1630,-3.03,12.34,3.38,13.15,"0020+3056"
-485.98,873.00,-41.11,0.26,0.29,2.99,-1.2,8.8,1637,33.56,-1.52,-0.68,33.60,"0020+6017"
-53.48,141.13,-187.85,1.04,1.01,0.895,0.1,7.0,1638,20.37,-3.08,-17.80,27.22,"0020+1055"
-30.70,65.34,-44.12,0.96,0.95,0.0703,2.9,7.5,1640,-32.56,16.76,18.14,40.87,"0020+3058"
-119.51,234.19,-89.63,0.17,0.19,0.519,0.7,7.9,1641,46.78,-2.74,-5.46,47.18,"0020+4341"
-47.64,92.37,-31.82,0.56,0.64,0.187,1.8,7.0,1642,-13.09,-20.90,-2.76,24.81,"0020+4530"
-24.29,67.07,-97.82,1.34,1.28,1.03,-0.0,5.4,1645,6.06,30.09,-2.11,30.77,"0020+0811 41 Psc"
38.23,-50.97,-68.97,-0.05,-0.02,0.556,0.6,5.5,1647,16.12,10.25,-0.84,19.12,"0020-6937 pi Tuc"
-489.66,871.81,-13.55,2.02,2.28,19.1,-3.2,6.8,1652,36.62,-2.86,7.48,37.48,"0020+6152"
-90.70,199.40,-158.30,1.42,1.44,0.808,0.2,7.4,1656,-52.47,26.96,15.81,61.07,"0020+2630"
-74.28,155.48,-97.57,1.59,1.78,1.89,-0.7,5.8,1657,53.45,-5.54,14.70,55.71,"0020+3255"
11.11,17.83,-154.34,0.31,0.36,0.471,0.8,6.8,1660,7.28,17.99,-7.54,20.82,"0020-2337"
-35.95,85.28,-88.72,0.92,0.92,0.143,2.1,7.7,1664,-46.85,27.68,-18.13,57.35,"0020+1828"
21.71,-13.19,-104.36,0.51,0.59,0.161,2.0,7.1,1667,39.55,10.35,11.46,42.45,"0020-3914"
-26.85,56.10,-35.13,0.48,0.55,0.0887,2.6,6.9,1669,15.41,2.94,-10.54,18.91,"0020+3258"
-42.89,112.16,-149.26,0.06,0.07,0.864,0.2,6.6,1670,54.01,5.11,9.89,55.15,"0020+1058"
-443.32,852.60,-276.68,-0.10,-0.08,6.49,-2.0,8.0,1671,40.50,21.10,-18.89,49.42,"0020+4629"
-30.26,76.91,-96.51,0.27,0.31,0.213,1.7,7.2,1677,6.77,-3.03,19.05,20.44,"0020+1246"
-19.79,39.92,-20.32,0.44,0.51,0.207,1.7,5.2,1686,-4.13,15.56,-7.36,17.70,"0021+3758 rho And"
-16.18,37.37,-36.31,0.96,1.01,0.00282,6.4,10.1,1687,-36.11,-43.66,-57.22,80.52,"0021+2035"
173.12,-71.30,-982.32,1.57,1.88,13.9,-2.9,7.1,1694,124.06,-168.32,-57.68,216.91,"0021-3547"
4.52,-3.96,-16.92,1.48,1.92,0.000221,9.1,10.4,1696,35.98,-47.60,26.14,65.14,"0021-4544"
94.56,-134.84,-136.14,1.40,1.42,1.89,-0.7,6.0,1706,7.88,-8.65,-2.71,12.01,"0021-7726"
10.95,3.04,-94.56,1.01,0.94,0.768,0.3,5.2,1708,15.12,-19.50,-14.26,28.49,"0021-2859 iot Scl"
0.43,26.10,-113.73,0.48,0.55,0.0476,3.3,8.6,1718,28.50,19.13,13.50,36.89,"0021-1612"
8.74,39.48,-234.06,1.58,3.21,3.22,-1.3,5.6,1728,-44.25,-26.99,-31.79,60.80,"0021-2003 T Cet"
-492.58,870.22,-8.58,0.14,0.07,4.57,-1.6,8.3,1743,50.43,-26.78,0.73,57.10,"0022+6211"
5.71,3.99,-60.61,0.68,0.74,0.00997,5.0,8.9,1746,-103.99,-29.31,-3.24,108.09,"0022-2642"
-104.35,228.42,-194.21,0.16,0.17,0.757,0.3,7.8,1759,2.58,-3.18,-17.33,17.80,"0022+2440"
2.14,1.34,-22.29,0.89,0.96,0.00241,6.5,8.3,1768,11.32,-33.05,2.61,35.03,"0022-2701"
-41.62,102.02,-125.79,1.23,1.21,0.884,0.1,6.2,1772,-44.02,4.44,10.27,45.42,"0022+1329 42 Psc"
-25.75,134.14,-393.64,1.17,1.13,1.16,-0.2,7.9,1792,51.63,-66.77,-18.29,86.37,"0022-0913"
14.99,-9.62,-74.05,0.37,0.43,0.116,2.3,6.8,1795,-15.73,-12.05,-8.75,21.65,"0022-3915"
-48.47,101.60,-73.11,0.21,0.23,0.299,1.3,7.0,1799,-35.88,-9.61,-6.22,37.67,"0022+2927"
-0.73,5.69,-19.56,0.66,0.70,0.0116,4.8,6.4,1803,-26.93,0.90,7.64,28.00,"0022-1213 9 Cet"
-220.60,388.10,-3.48,0.06,0.07,1.08,-0.1,8.2,1805,43.02,-26.21,5.02,50.63,"0022+6214"
12.98,-13.99,-39.21,0.85,0.89,0.00222,6.6,9.8,1807,11.80,-58.04,100.79,116.91,"0022-5231"
6.24,25.52,-162.64,0.30,0.34,0.0191,4.3,10.4,1808,27.98,-11.61,-39.36,49.67,"0022-2039"
-106.59,210.39,-103.93,1.56,2.33,1.4,-0.4,6.7,1809,14.11,-3.38,22.47,26.75,"0022+3845"
-12.79,28.27,-26.06,0.64,0.70,0.0154,4.5,7.6,1813,5.49,-55.46,-2.84,55.80,"0023+2222"
-107.50,205.47,-75.59,0.09,0.10,0.709,0.4,7.3,1818,18.32,12.11,10.93,24.53,"0023+4431"
-1.24,69.52,-301.69,1.59,1.87,2.57,-1.0,6.4,1821,-108.76,-13.76,22.30,111.87,"0023-1557"
24.76,-0.48,-193.35,-0.06,-0.04,0.912,0.1,6.5,1830,-8.58,7.92,-3.09,12.07,"0023-3102"
