x,y,z,colorb_v,colorv_i,lum,Mv,mv,hipno,vx,vy,vz,speed,starname
41.91,46.05,-107.49,0.45,0.52,0.0581,3.1,8.6,112755,17.20,14.02,-7.45,23.41,"2250-1618"
-121.31,482.97,-67.39,1.13,1.09,8.13,-2.3,6.2,112761,5.42,4.24,2.47,7.31,"2250+5041"
13.31,-1.17,-24.47,0.74,0.80,0.00606,5.5,7.8,112763,68.44,1.58,14.99,70.09,"2250-4129"
3.74,7.11,-11.47,1.45,1.86,0.000223,9.1,9.9,112774,11.07,21.15,17.13,29.38,"2250-0705"
-56.02,316.33,-88.93,0.06,0.07,4.81,-1.7,5.9,112778,4.14,-4.00,0.36,5.76,"2250+4157 14 Lac"
69.73,-86.02,-79.06,-0.13,-0.12,1.38,-0.3,5.3,112781,5.68,-4.11,-2.29,7.38,"2250-8007 xi Oct"
6.02,130.10,-92.05,1.10,1.07,0.627,0.5,6.5,112803,-27.57,-31.81,5.86,42.50,"2250+1908"
11.50,37.70,-45.27,0.68,0.74,0.00668,5.4,9.3,112811,40.85,-70.41,-63.34,103.14,"2250+0151"
-74.77,190.68,23.71,1.40,1.37,0.62,0.5,7.1,112817,-13.37,8.67,-14.97,21.87,"2250+6644"
4.42,74.98,-55.03,0.65,0.71,0.0899,2.6,7.5,112821,-14.27,6.55,1.33,15.76,"2250+1800"
157.84,-1.19,-299.99,1.44,1.44,7.73,-2.2,5.4,112832,-0.28,-2.71,-29.22,29.35,"2251-3909"
-65.21,111.10,54.96,1.34,1.30,0.864,0.2,5.9,112833,-2.74,-52.89,53.88,75.55,"2251+8522"
-85.37,359.38,-61.93,-0.08,-0.06,2.48,-1.0,6.9,112850,9.11,-1.67,4.59,10.34,"2251+4843"
47.40,17.81,-101.73,0.91,0.91,0.519,0.7,6.0,112862,17.46,10.25,5.43,20.96,"2251-2932 21 PsA"
-22.92,65.81,2.52,0.78,0.81,0.277,1.4,5.6,112864,-24.03,4.03,5.52,24.99,"2251+6142"
44.53,805.71,-590.63,1.16,4.12,1.61,-0.5,9.5,112868,-37.84,-89.87,-67.81,118.77,"2251+1807"
1.73,16.10,-13.41,0.85,0.89,0.00214,6.7,8.3,112870,-36.34,14.90,3.27,39.41,"2251+1358"
-4.57,126.62,-70.79,0.23,0.25,0.353,1.1,6.9,112871,9.90,13.77,12.90,21.31,"2251+2623"
-162.94,279.39,136.04,1.36,3.29,1.45,-0.4,7.3,112882,-16.26,-25.86,-19.34,36.16,"2251+8502"
-309.46,950.89,-6.10,0.58,0.65,13.2,-2.8,7.2,112881,58.35,-14.19,-12.17,61.27,"2251+5900"
-56.24,765.71,-375.56,0.91,0.91,5.01,-1.7,7.9,112894,34.46,11.58,23.12,43.08,"2251+3002"
57.04,-37.64,-85.59,1.13,1.10,0.31,1.3,6.5,112895,28.98,20.05,18.45,39.78,"2251-5953"
9.75,106.96,-86.24,0.09,0.10,0.295,1.3,7.0,112900,1.70,8.23,13.27,15.71,"2251+1505"
-37.25,211.61,-62.29,0.01,0.02,0.744,0.3,7.1,112905,-0.41,-6.70,2.47,7.15,"2251+4118"
-1.16,12.88,-5.92,1.50,2.07,4.39e-05,10.9,11.7,112909,-19.23,1.63,-10.02,21.74,"2251+3145"
-269.84,958.76,-89.26,0.02,0.04,4.06,-1.5,8.5,112912,55.83,-58.99,1.78,81.24,"2251+5342"
-3.18,35.21,-16.21,1.06,1.12,0.00205,6.7,9.7,112914,97.01,12.60,-22.98,100.49,"2251+3143"
-7.30,23.16,-0.65,1.04,1.01,0.00369,6.1,8.0,112915,31.14,18.52,-10.75,37.79,"2252+5743"
-18.45,95.18,-24.91,1.56,1.71,1.05,-0.1,5.0,112917,-37.05,-16.32,-2.13,40.55,"2252+4319 15 Lac"
-0.17,23.07,-14.31,1.20,1.33,0.000895,7.6,9.8,112918,5.40,-1.62,-12.73,13.92,"2252+2324"
64.34,-48.58,-92.90,1.02,1.00,0.529,0.7,6.1,112924,-4.85,-8.15,15.08,17.82,"2252-6311"
6.48,42.53,-39.61,0.40,0.46,0.0617,3.0,6.9,112932,2.52,21.43,-18.06,28.14,"2252+1024"
3.11,19.35,-18.35,0.49,0.56,0.0622,3.0,5.2,112935,-49.79,8.96,-27.24,57.46,"2252+0950 sig Peg"
-335.94,940.73,46.68,0.48,0.56,6.25,-2.0,8.0,112947,31.31,-6.32,-2.20,32.02,"2252+6226"
29.41,6.82,-61.12,-0.04,-0.01,0.764,0.3,4.5,112948,28.68,13.86,-3.00,31.99,"2252-3253 gam PsA"
-19.92,41.16,12.10,0.89,0.93,0.004,6.0,9.4,112951,-71.45,21.44,10.62,75.36,"2252+7601"
31.53,59.79,-99.21,1.63,2.07,4.64,-1.7,3.7,112961,-11.09,23.81,16.73,31.15,"2252-0735 lam Aqr"
-74.91,229.62,-2.51,0.11,0.12,0.411,1.0,7.9,112969,-16.02,-2.90,-1.17,16.32,"2252+5848"
-83.70,242.99,5.81,0.59,0.66,0.711,0.4,7.4,112972,24.76,9.08,-2.29,26.47,"2252+6054"
-8.52,119.12,-60.08,0.43,0.50,0.0738,2.8,8.5,112979,46.67,15.64,8.32,49.92,"2252+2926"
-48.81,218.26,-45.87,-0.03,-0.01,0.975,0.0,6.8,112981,7.09,-2.91,-2.43,8.04,"2252+4632"
-246.95,674.26,44.32,0.58,0.65,1.32,-0.3,9.0,112983,25.73,16.22,-0.72,30.42,"2252+6324"
-59.62,232.76,-34.35,-0.05,-0.03,1.54,-0.5,6.5,112986,-2.59,-0.45,-0.45,2.66,"2252+5025"
-241.46,958.73,-150.13,-0.02,0.01,3.94,-1.5,8.5,112990,60.06,-52.71,12.11,80.82,"2252+4951"
59.96,781.88,-620.54,0.56,0.64,0.586,0.6,10.6,112994,257.30,-348.83,29.22,434.44,"2253+1547"
4.87,76.66,-58.91,1.13,1.10,0.424,0.9,5.9,112997,24.09,1.42,11.20,26.61,"2253+1650 IM Peg"
-127.60,377.40,3.80,1.75,1.80,6.26,-2.0,6.0,112998,-10.57,0.72,0.45,10.60,"2253+6006"
-10.98,226.00,-124.80,1.15,1.11,0.719,0.4,7.4,113005,35.78,-11.15,-16.90,41.12,"2253+2658"
-62.42,366.21,-115.74,-0.07,-0.05,4.45,-1.6,6.3,113009,3.05,9.56,-14.87,17.94,"2253+4010"
-281.66,790.96,34.79,-0.24,0.73,1.3,-0.3,9.3,113017,31.80,-18.17,-9.40,37.81,"2253+6208"
1.46,1.87,-4.06,1.60,2.77,1.91e-05,11.8,10.2,113020,-2.79,-3.94,-5.39,7.24,"2253-1415"
58.62,88.31,-171.50,-0.08,-0.07,1.95,-0.7,5.8,113031,-12.50,8.02,4.33,15.47,"2253-1137 74 Aqr"
-3.90,67.76,-36.46,0.80,0.84,0.00155,7.0,11.5,113033,-99.71,-314.87,6.99,330.35,"2253+2745"
-10.11,116.19,-55.97,0.21,0.23,0.161,2.0,7.5,113039,-10.45,-16.49,7.46,20.90,"2253+3045"
16.41,-5.43,-28.45,0.62,0.69,0.0429,3.4,6.0,113044,-18.44,-6.23,-3.29,19.74,"2253-4836 tau1 Gru"
-10.45,49.55,-11.94,0.28,0.30,0.131,2.2,5.8,113048,10.80,22.31,2.77,24.94,"2253+4445"
-344.71,936.73,60.95,0.62,0.69,0.863,0.2,10.2,113051,34.00,-6.62,1.40,34.67,"2253+6325"
-11.58,75.84,-26.91,0.75,0.80,0.0182,4.3,8.9,113052,-18.87,-14.45,3.44,24.01,"2253+3756"
-13.08,194.04,-101.34,1.16,1.12,0.532,0.7,7.4,113063,43.22,-52.54,-9.94,68.76,"2253+2837"
-339.42,939.42,47.90,0.53,0.61,2.38,-0.9,9.1,113065,38.25,0.70,4.31,38.50,"2253+6235"
-89.63,169.28,64.23,1.13,1.09,0.315,1.3,7.8,113066,20.27,-3.85,26.05,33.23,"2253+8014"
-17.12,97.71,-30.70,1.14,1.10,0.507,0.7,5.8,113084,-38.30,-0.96,0.28,38.32,"2254+4023"
71.41,104.56,-208.46,1.39,1.36,1.07,-0.1,6.9,113085,-16.63,-46.04,-38.39,62.21,"2254-1211"
0.82,35.75,-25.10,0.53,0.60,0.0297,3.8,7.0,113086,35.83,10.46,-10.26,38.71,"2254+1953"
-3.90,62.09,-33.21,0.51,0.58,0.041,3.5,7.7,113092,36.08,-1.36,16.86,39.85,"2254+2800"
-132.49,241.56,100.46,0.96,0.95,0.792,0.3,7.6,113108,-2.80,1.83,-11.57,12.04,"2254+8156"
-60.52,298.50,-78.25,-0.04,-0.02,0.771,0.3,7.8,113110,14.34,8.61,2.77,16.96,"2254+4331"
32.25,-26.32,-45.89,0.68,0.74,0.0138,4.6,8.6,113113,-68.44,-66.26,-5.74,95.43,"2254-6504"
-55.37,96.10,45.18,1.42,1.38,1.89,-0.7,4.7,113116,-44.01,-5.05,-4.82,44.56,"2254+8421"
5.22,49.89,-43.24,0.82,0.86,0.00303,6.3,10.4,113119,24.59,-18.10,-71.74,77.97,"2254+1306"
47.19,93.64,-154.73,1.28,1.24,1.16,-0.2,6.2,113127,38.11,-1.38,-5.48,38.53,"2254-0712 78 Aqr"
13.02,234.72,-181.07,1.73,2.81,2.45,-1.0,6.4,113131,-3.06,1.11,-7.73,8.38,"2254+1657 HR Peg"
-8.93,115.40,-58.89,0.50,0.57,0.0528,3.2,8.8,113132,-11.55,-0.07,6.70,13.35,"2254+2921"
15.54,18.25,-42.65,0.07,0.08,1.18,-0.2,3.3,113136,26.82,20.68,-5.38,34.30,"2254-1549 del Aqr Skat"
13.81,-13.21,-18.39,0.66,0.72,0.027,3.9,6.0,113137,13.29,26.47,6.10,30.24,"2254-7004 rho Ind"
-15.40,110.89,-43.32,1.01,0.99,0.148,2.1,7.5,113144,-32.43,-38.62,2.49,50.49,"2254+3559"
-49.43,253.06,-70.77,0.52,0.59,0.528,0.7,7.8,113145,9.37,15.93,3.53,18.81,"2254+4230"
-23.87,243.53,-114.76,-0.01,0.01,0.801,0.2,7.4,113147,5.20,0.37,-5.52,7.59,"2254+3128"
13.77,15.72,-37.55,1.11,1.07,0.113,2.4,5.5,113148,45.08,-0.49,56.05,71.93,"2254-1616 77 Aqr"
249.81,504.14,-826.70,1.21,1.17,0.501,0.8,10.8,113150,8.52,-43.34,22.90,49.76,"2254-0657"
17.22,57.74,-72.47,0.19,0.21,0.32,1.2,6.1,113167,2.87,23.18,-5.44,23.98,"2254+0104 1 Psc"
-5.73,38.29,-14.25,0.40,0.46,0.0736,2.8,5.9,113174,-2.52,-14.78,11.06,18.63,"2255+3705"
20.88,47.75,-73.19,0.88,0.89,0.416,1.0,5.7,113184,-1.48,4.80,7.54,9.06,"2255-0459"
9.91,61.12,-60.51,-0.00,0.00,0.814,0.2,4.9,113186,-27.10,6.64,6.77,28.71,"2255+0849 rho Peg"
97.70,8.57,-198.86,1.31,1.27,1.35,-0.3,6.4,113189,-43.46,1.62,10.07,44.64,"2255-3623"
22.76,-7.58,-39.92,0.46,0.53,0.0466,3.3,6.7,113190,53.97,41.65,20.73,71.25,"2255-4829"
22.64,-7.52,-39.72,0.56,0.64,0.0328,3.7,7.0,113191,52.10,43.04,22.98,71.38,"2255-4827"
-272.42,751.44,33.40,0.48,0.55,3.93,-1.5,8.0,113218,30.68,0.47,-3.03,30.83,"2255+6218"
-34.51,237.00,-91.57,-0.05,-0.03,3.36,-1.3,5.7,113222,-10.55,8.34,-4.76,14.26,"2255+3621"
-35.34,165.44,-41.63,0.85,0.86,0.573,0.6,6.8,113227,4.65,33.28,-3.11,33.74,"2255+4418"
-49.03,236.41,-62.43,0.05,0.06,0.4,1.0,8.0,113226,15.21,2.16,6.65,16.74,"2255+4333"
8.80,17.08,-29.04,0.66,0.70,0.00758,5.3,8.0,113231,-73.46,-31.93,-12.19,81.02,"2255-0749"
120.43,34.06,-262.38,1.36,1.33,3.1,-1.2,6.1,113234,39.12,9.27,-1.40,40.22,"2255-3138"
-179.76,482.12,30.91,0.22,0.24,0.739,0.3,8.9,113236,32.32,3.00,-7.41,33.30,"2255+6328"
14.61,7.54,-34.14,0.82,0.86,0.00819,5.2,8.1,113238,-2.35,-20.38,-41.79,46.55,"2255-2639"
-18.13,95.84,-28.89,0.48,0.55,0.122,2.3,7.3,113245,-11.38,-20.58,-17.87,29.54,"2255+4120"
21.89,5.33,-47.14,0.95,0.96,0.57,0.6,4.2,113246,-0.05,21.29,16.72,27.08,"2255-3232 del PsA"
-123.41,338.90,15.71,1.82,1.83,3.18,-1.3,6.5,113249,-16.74,-15.49,-13.81,26.67,"2255+6225"
-80.80,592.82,-241.38,1.54,1.59,2.2,-0.9,8.2,113252,32.11,13.96,44.13,56.33,"2255+3511"
-151.30,510.85,-45.88,2.11,2.15,0.56,0.6,9.3,113260,27.56,3.68,13.81,31.05,"2256+5413"
-317.37,948.22,-12.51,0.82,0.84,4.66,-1.7,8.3,113263,47.70,-33.78,10.07,59.31,"2256+5853"
-90.25,271.05,-4.58,0.81,0.84,0.0235,4.1,11.3,113269,8.89,5.00,9.15,13.70,"2256+5840"
1.06,25.54,-19.55,1.00,1.04,0.00285,6.4,8.9,113280,-3.97,-16.65,-20.10,26.40,"2256+1727"
-67.08,347.77,-103.55,-0.15,-0.15,7.84,-2.2,5.6,113281,17.25,2.76,5.42,18.29,"2256+4136 EN Lac"
3.15,0.90,-6.90,1.09,1.20,0.00149,7.1,6.5,113283,4.31,7.74,-4.86,10.11,"2256-3134 TW PsA"
-142.94,549.35,-89.88,1.78,1.87,33.3,-3.8,5.0,113288,15.56,6.45,1.81,16.94,"2256+4944"
-356.24,931.37,75.09,0.74,0.79,2.4,-0.9,9.1,113289,50.68,-29.53,11.05,59.68,"2256+6427"
0.28,5.40,-4.26,1.51,2.10,0.00016,9.5,8.7,113296,42.89,-0.66,32.98,54.11,"2256+1633"
-40.18,78.21,26.76,0.80,0.83,0.077,2.8,7.6,113299,73.02,19.54,13.98,76.87,"2256+7829"
-262.92,715.79,35.04,0.61,0.68,1.83,-0.7,8.8,113301,27.53,-4.12,-4.18,28.14,"2256+6237"
-287.70,781.09,39.54,0.60,0.67,6.1,-2.0,7.6,113306,19.31,2.67,-7.81,21.00,"2256+6243"
40.34,-12.97,-71.92,0.23,0.23,0.359,1.1,5.7,113307,21.70,18.82,6.25,29.40,"2256-4758 tau3 Gru"
6.65,60.13,-54.71,0.17,0.19,0.163,2.0,6.5,113311,-7.00,14.64,-7.48,17.87,"2256+1150"
-81.46,321.44,-58.40,-0.10,-0.09,8.29,-2.3,5.3,113327,3.97,-3.56,-4.43,6.93,"2257+4841 EW Lac"
28.24,67.24,-103.46,0.95,0.94,0.479,0.8,6.3,113345,17.24,13.84,19.02,29.16,"2257-0449"
-34.41,165.53,-45.68,1.57,1.59,0.677,0.4,6.6,113354,-6.65,-32.65,12.81,35.70,"2257+4300"
-0.01,12.62,-8.75,0.67,0.69,0.0156,4.5,5.5,113357,-5.96,-14.60,23.66,28.43,"2257+2046 51 Peg"
21.14,90.95,-105.98,1.12,1.08,0.614,0.5,6.3,113360,-39.10,24.69,-9.38,47.18,"2257+0349"
3.05,1.14,-6.96,0.14,0.16,0.201,1.7,1.2,113368,3.62,7.52,-3.44,9.03,"2257-2937 alf PsA Fomalhaut"
-69.41,390.76,-132.49,-0.15,-0.15,5.96,-1.9,6.2,113371,16.55,-1.17,3.26,16.90,"2257+3919"
-383.15,913.63,135.91,0.26,0.30,5.5,-1.8,8.2,113385,16.12,13.62,4.91,21.67,"2257+6824"
22.52,797.05,-603.50,1.50,3.92,0.661,0.4,10.4,113390,-32.97,-61.59,-62.71,93.88,"2257+1801"
52.80,-12.35,-98.26,0.37,0.42,0.102,2.5,7.7,113401,-27.53,-21.53,-1.94,35.00,"2257-4509"
-195.88,943.90,-265.86,1.61,2.82,1.38,-0.3,9.7,113405,54.95,-34.10,-11.48,65.68,"2258+4244"
3.94,11.10,-15.82,0.74,0.79,0.0132,4.7,6.2,113421,8.23,7.62,17.56,20.84,"2258-0224"
18.57,56.03,-77.32,0.37,0.43,0.265,1.4,6.4,113433,-26.11,-6.58,0.41,26.93,"2258-0125"
-354.72,932.95,61.44,0.26,0.29,10.9,-2.6,7.4,113443,25.87,3.56,0.48,26.12,"2258+6342"
3.01,21.90,-21.65,0.64,0.70,0.0256,4.0,6.4,113445,-32.28,-31.50,-14.98,47.52,"2258+0921"
33.15,3.86,-70.24,0.58,0.62,0.21,1.7,6.2,113447,33.04,-22.61,-7.50,40.73,"2258-3531"
-350.77,935.05,51.40,0.33,0.39,10.7,-2.6,7.4,113461,24.74,32.20,-4.96,40.90,"2258+6304"
11.01,65.77,-69.14,0.05,0.06,0.266,1.4,6.3,113465,37.10,-1.40,-3.72,37.31,"2258+0720"
-75.53,345.20,-91.27,-0.07,-0.05,1.79,-0.6,7.2,113469,16.46,0.42,1.78,16.56,"2258+4350"
-124.27,519.36,-115.87,0.07,0.07,1.51,-0.4,8.2,113474,17.47,2.48,1.13,17.68,"2258+4619"
-15.84,37.11,5.91,0.78,0.82,0.00521,5.7,8.8,113477,-100.60,-60.24,7.37,117.49,"2258+6901"
26.53,86.98,-116.12,1.03,1.00,0.234,1.6,7.4,113478,-33.72,-2.34,13.57,36.42,"2258-0018"
-11.97,157.34,-87.66,0.88,0.89,0.202,1.7,8.0,113481,9.88,25.66,-5.97,28.14,"2258+2729"
-116.89,334.79,-0.24,0.01,0.03,3.28,-1.3,6.5,113498,5.65,2.91,0.93,6.43,"2259+5949"
-126.39,236.14,89.77,1.22,1.18,1.14,-0.1,7.1,113499,-49.08,1.13,39.88,63.25,"2259+8020"
-57.28,196.67,-23.48,1.41,1.39,1.27,-0.3,6.3,113501,10.49,50.06,43.67,67.25,"2259+5239"
6.04,59.78,-55.16,0.29,0.33,0.33,1.2,5.8,113503,9.30,10.03,-12.95,18.84,"2259+1144 52 Peg"
3.37,35.83,-32.62,0.58,0.65,0.0108,4.9,8.3,113514,-48.17,-122.84,37.36,137.13,"2259+1211"
14.35,52.07,-66.90,0.98,0.96,0.498,0.8,5.4,113521,-11.20,-24.61,-10.47,28.99,"2259+0058 2 Psc"
56.23,82.22,-174.82,1.46,1.47,1.44,-0.4,6.1,113531,19.35,21.88,-1.59,29.25,"2259-1304"
43.82,16.72,-102.10,0.27,0.31,0.789,0.3,5.5,113532,11.84,19.75,9.03,24.74,"2259-2928"
-350.59,935.41,45.78,0.54,0.61,2.54,-1.0,9.0,113538,23.60,-1.51,-12.48,26.74,"2259+6246"
15.20,17.92,-44.25,0.59,0.66,0.0189,4.3,7.8,113543,40.09,-4.81,-50.71,64.82,"2259-1623"
7.01,11.45,-22.74,1.40,1.68,0.000412,8.5,10.6,113552,-16.13,-8.61,10.89,21.28,"2259-1122"
-1.58,92.52,-63.95,0.38,0.44,0.111,2.4,7.6,113560,19.43,-8.92,-5.44,22.06,"2300+2113"
-311.31,949.14,-47.07,1.01,0.99,91.2,-4.9,5.1,113561,46.79,-35.73,2.63,58.93,"2300+5657"
78.36,47.28,-196.15,1.25,1.21,2.55,-1.0,5.7,113562,-4.53,-80.36,17.97,82.47,"2300-2510"
-330.16,943.91,-4.70,0.74,0.79,3.25,-1.3,8.7,113565,49.88,-25.94,5.36,56.48,"2300+5937"
2.80,2.12,-7.34,1.38,1.63,0.000467,8.3,7.9,113576,45.05,33.19,7.70,56.48,"2300-2231"
-322.61,946.26,-22.85,0.15,0.16,1.89,-0.7,9.3,113577,1.72,6.94,12.19,14.13,"2300+5829"
47.82,27.67,-119.23,1.12,1.09,0.521,0.7,6.3,113593,-39.57,-31.90,4.91,51.07,"2300-2538"
11.06,5.99,-27.28,1.34,1.59,0.00134,7.2,9.6,113597,9.14,-8.17,-13.80,18.46,"2300-2618"
27.05,5.07,-59.75,0.70,0.75,0.0171,4.4,8.5,113598,23.45,-34.10,-32.08,52.36,"2300-3344"
-108.88,459.83,-111.13,0.30,0.34,5.86,-1.9,6.5,113603,8.13,8.48,-3.89,12.37,"2300+4522"
33.16,116.47,-154.21,0.89,0.90,1.25,-0.2,6.2,113610,-37.03,0.21,6.05,37.52,"2300+0011 3 Psc"
-18.09,155.44,-76.58,-0.04,-0.02,0.695,0.4,6.6,113621,-2.93,13.00,0.86,13.36,"2300+3104"
24.28,105.69,-128.03,1.34,1.31,1.29,-0.3,5.8,113622,42.43,-21.29,-43.23,64.21,"2300+0301"
-3.17,144.12,-99.44,1.12,1.09,0.327,1.2,7.4,113635,-23.68,3.64,10.42,26.12,"2300+2122"
16.83,-8.17,-28.98,0.96,1.01,0.27,1.4,4.1,113638,18.76,17.58,13.66,29.12,"2300-5245 zet Gru"
-235.54,622.90,30.96,0.69,0.75,0.534,0.7,9.8,113639,24.93,-5.09,4.33,25.81,"2300+6252"
-46.50,253.68,-90.20,-0.12,-0.10,1.76,-0.6,6.6,113640,18.40,-1.05,4.56,18.99,"2300+3842"
101.04,97.90,-282.35,0.98,0.96,1,-0.0,7.5,113641,3.64,15.96,-8.51,18.45,"2300-1920"
71.11,-30.65,-125.53,1.41,1.38,1.16,-0.2,5.7,113657,-40.73,-4.69,-25.38,48.22,"2301-5057"
-30.25,131.88,-34.61,0.38,0.44,0.224,1.6,7.3,113665,12.39,23.19,11.00,28.50,"2301+4411"
68.23,28.11,-163.31,1.35,1.31,1.94,-0.7,5.5,113669,-37.20,-20.97,9.26,43.69,"2301-2851"
34.32,25.59,-90.71,0.13,0.14,0.312,1.3,6.3,113673,-1.89,-2.64,11.76,12.20,"2301-2247"
29.02,63.45,-107.76,1.42,1.40,0.531,0.7,6.2,113674,20.02,14.04,11.67,27.09,"2301-0704 81 Aqr"
-114.26,343.43,-16.64,1.50,1.53,4.19,-1.6,6.2,113684,23.09,14.16,-0.44,27.10,"2301+5706"
167.89,428.48,-670.23,0.99,0.97,27.8,-3.6,5.9,113686,-50.69,25.88,-8.77,57.58,"2301-0443"
-0.13,58.12,-43.02,0.65,0.71,0.0176,4.4,8.7,113688,-29.70,-14.12,-29.67,44.29,"2301+1916"
-7.98,46.60,-18.04,0.72,0.78,0.0205,4.2,7.7,113695,7.10,-1.70,0.74,7.34,"2301+3659"
-82.39,230.20,0.76,1.31,1.27,0.655,0.5,7.4,113700,-16.90,-9.77,3.31,19.80,"2301+6011"
-58.88,207.36,-31.64,1.37,1.33,0.576,0.6,7.3,113714,59.08,-52.87,35.88,87.02,"2301+5051"
-231.67,946.98,-222.62,0.00,0.00,1.37,-0.3,9.7,113715,25.75,15.27,19.75,35.86,"2301+4553"
3.36,9.12,-13.87,0.94,0.96,0.00292,6.3,7.5,113718,-19.32,-31.92,24.77,44.79,"2301-0350"
-11.09,73.02,-31.41,0.40,0.46,0.13,2.2,6.7,113719,7.56,9.71,-6.95,14.14,"2301+3436"
-65.47,250.60,-50.29,0.02,0.04,0.595,0.6,7.7,113720,-4.71,7.95,2.09,9.47,"2301+4757"
-2.02,200.59,-146.06,1.42,1.40,0.827,0.2,7.2,113724,-5.07,-27.60,6.87,28.89,"2301+1950"
-43.13,199.38,-58.86,-0.10,-0.05,16.1,-3.0,3.6,113726,-2.06,-29.47,9.56,31.05,"2301+4220 omi And"
-24.46,103.98,-26.79,0.96,0.95,0.325,1.2,6.4,113750,11.49,3.68,-0.84,12.09,"2302+4434"
-1.52,147.17,-107.89,0.28,0.32,0.156,2.0,8.3,113765,42.61,9.30,-10.79,44.93,"2302+1941"
-132.82,372.27,-1.20,-0.01,0.01,2.48,-1.0,7.0,113772,12.61,-19.12,-0.66,22.91,"2302+5951"
49.00,-12.45,-93.99,0.44,0.51,0.149,2.1,7.2,113774,30.36,11.60,-4.95,32.87,"2302-4518"
82.83,189.97,-318.78,1.59,1.99,4.88,-1.7,6.2,113781,47.56,-33.07,-2.16,57.97,"2302-0634 82 Aqr"
-13.57,104.70,-50.66,0.34,0.40,0.326,1.2,6.6,113783,-14.41,-2.87,15.57,21.40,"2302+3146"
53.35,3.88,-115.62,0.94,0.93,0.423,0.9,6.5,113784,-7.39,-10.08,-1.37,12.58,"2302-3625"
-22.36,100.70,-29.11,0.09,0.11,1.06,-0.1,5.1,113788,-14.71,9.49,-7.27,18.96,"2302+4245 2 And"
-80.72,209.39,11.76,1.31,1.27,0.919,0.1,6.8,113793,0.01,1.68,0.96,1.94,"2302+6320"
-20.67,98.24,-30.90,0.90,0.90,0.103,2.5,7.6,113796,47.14,-17.53,-30.36,58.75,"2302+4116"
-67.55,210.50,-17.04,-0.08,-0.06,1.22,-0.2,6.5,113797,-3.95,-2.19,4.28,6.22,"2302+5514"
24.94,21.83,-69.35,0.95,0.94,0.242,1.5,6.0,113801,55.42,-13.91,-14.61,58.97,"2302-2052"
-79.24,340.26,-90.94,-0.02,0.00,3.69,-1.4,6.4,113802,12.84,6.25,-1.37,14.35,"2302+4404 LN And"
9.26,507.22,-405.33,1.19,1.15,1.12,-0.1,8.9,113808,69.57,25.29,-47.37,87.89,"2302+1658"
-195.72,502.89,31.20,0.56,0.64,1.52,-0.5,8.2,113825,24.34,-11.84,2.73,27.20,"2303+6341"
-0.53,19.82,-14.02,0.62,0.69,0.0129,4.7,6.7,113829,23.22,18.67,10.73,31.67,"2303+2055"
9.06,31.99,-43.70,0.58,0.65,0.0233,4.1,7.8,113834,53.03,-6.43,-8.95,54.16,"2303-0025"
-43.57,835.35,-547.99,1.14,1.10,3.1,-1.2,8.8,113843,99.97,-23.34,-68.09,123.19,"2303+2316"
-25.63,136.34,-50.08,1.03,1.01,0.276,1.4,7.2,113847,34.06,13.13,6.43,37.06,"2303+3817"
-199.82,514.18,30.46,0.31,0.35,1.11,-0.1,8.6,113849,19.72,-3.81,3.77,20.44,"2303+6333"
-143.54,376.46,16.39,0.04,0.06,0.861,0.2,8.2,113851,6.66,-7.89,-3.23,10.82,"2303+6238"
-28.90,82.88,-2.15,0.90,0.90,0.207,1.7,6.4,113852,-11.60,24.32,-4.70,27.35,"2303+5834"
-202.25,556.07,3.28,-0.04,-0.02,7.05,-2.1,6.7,113853,-2.70,-6.92,-2.50,7.84,"2303+6026"
28.95,-5.23,-57.65,0.55,0.62,0.033,3.7,7.8,113858,36.34,-24.68,-14.46,46.24,"2303-4304"
11.64,1.63,-26.06,0.30,0.37,0.0732,2.8,5.1,113860,-5.38,23.53,7.97,25.42,"2303-3445 pi PsA"
-45.30,108.05,13.34,1.25,1.21,1.1,-0.1,5.2,113864,-0.42,2.54,6.47,6.96,"2303+6713"
-113.35,888.85,-443.97,0.10,0.11,3.08,-1.2,8.8,113873,-35.64,-0.74,-49.04,60.63,"2303+3105"
-5.35,53.14,-29.66,1.66,2.31,3.94,-1.5,2.4,113881,-59.49,22.36,12.16,64.71,"2303+2805 bet Peg Scheat"
19.02,96.02,-115.05,-0.12,-0.09,3.68,-1.4,4.5,113889,5.21,8.02,-0.33,9.57,"2303+0349 bet Psc Fum Al Samakah"
6.10,16.08,-25.51,0.58,0.70,0.0201,4.2,6.7,113896,-36.70,-1.41,1.70,36.76,"2303-0447"
40.49,-5.07,-82.74,1.07,1.03,0.411,1.0,5.8,113902,-8.45,38.88,14.78,42.44,"2303-4129"
53.81,-15.53,-103.14,0.50,0.58,0.0778,2.8,8.1,113901,-30.67,3.78,-17.54,35.54,"2303-4610"
8.43,55.72,-61.30,0.42,0.48,0.187,1.8,6.4,113904,18.42,24.34,10.70,32.35,"2304+0637"
-262.24,674.46,37.78,0.34,0.40,4.62,-1.7,7.6,113907,22.44,3.98,7.02,23.84,"2304+6323"
-14.83,52.17,-8.82,1.06,1.02,0.421,0.9,4.6,113919,-38.22,-30.34,35.53,60.37,"2304+5003 3 And"
-68.94,439.29,-194.73,1.10,1.06,1.04,-0.0,8.4,113932,90.81,-19.87,4.62,93.08,"2304+3410"
